sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,arm,generator,prompt,compilation,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail,branch_coverage,line_coverage,method_coverage,mutation_coverage,strict_branch_coverage,strict_line_coverage,strict_method_coverage,strict_mutation_coverage,source_run_id,source_run_sample_index
230,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/balance.java,46396068,46396068,Balance,hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/Balance.java,hbase0.98/hbase-manager-0.98,maven:hbase0.98/hbase-manager-0.98,Maven,1.8,higher_complexity_half,184,1349,11,3,7,35,3.1818181818181817,7,230,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46396068\TestClasses_46396068_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '46396068' ---- Processing project: 46396068, module: hbase0.98/hbase-manager-0.98 [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 46396068_hbase0.98/hbase-manager-0.98 is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// An error accored while trying to run the evosuite generation ---- STARTING gp",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,68
231,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/reflectionutils.java,48046454,48046454,ReflectionUtils,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/ReflectionUtils.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,higher_complexity_half,191,1351,22,15,7,39,1.7727272727272727,6,231,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\48046454\TestClasses_48046454_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/084_48046454_4f424f3b/compiledrepos/48046454/hazelcast-jet-core/src/test/java/com/hazelcast/jet/impl/util/ReflectionUtils_RBL4_4f424f3bTest.java:[92,19] class com.hazelcast.jet.impl.util.ReflectionUtils_RBL4_4f424f3bTest is already defined in package com.hazelcast.jet.impl.util - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/084_48046454_4f424f3b/compiledrepos/48046454/hazelcast-jet-core/src/test/java/com/hazelcast/jet/impl/util/ReflectionUtils_RBL4_4f424f3bTest.java:[99,23] class com.hazelcast.jet.impl.util.ReflectionUtils_RBL4_4f424f3bTest.ReflectionUtils_RBL4_4f424f3bTest is already defined in class com.hazelcast.jet.impl.util.ReflectionUtils_RBL4_4f424f3bTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/084_48046454_4f424f3b/compiledrepos/48046454/hazelcast-jet-core/src/test/java/com/hazelcast/jet/impl/util/ReflectionUtils_RBL4_4f424f3bTest.java:[48,60] cannot find symbol - symbol: class TestClass - location: class com.hazelcast.jet.impl.util.ReflectionUtils_RBL4_4f424f3bTest - /D:/A_ThucNghiem/sc",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,84
233,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/scriptimpl.java,3847504,3847504,ScriptImpl,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/ScriptImpl.java,modules/weblounge-common,maven:modules/weblounge-common,Maven,1.7,higher_complexity_half,188,1251,26,21,7,48,1.8461538461538465,4,233,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\3847504\TestClasses_3847504_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/010_3847504_1794d49e/compiledrepos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/content/page/ScriptImpl_RBL4_1794d49eTest.java:[37,32] <anonymous ch.entwine.weblounge.common.impl.content.page.ScriptImpl_RBL4_1794d49eTest$1> is not abstract and does not override abstract method getLocalRole(java.lang.String) in ch.entwine.weblounge.common.site.Site - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/010_3847504_1794d49e/compiledrepos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/content/page/ScriptImpl_RBL4_1794d49eTest.java:[49,38] <anonymous ch.entwine.weblounge.common.impl.content.page.ScriptImpl_RBL4_1794d49eTest$2> is not abstract and does not override abstract method toXml() in ch.entwine.weblounge.common.site.Module - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/010_3847504_1794d49e/compiledrepos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/content/page/ScriptImpl_RBL4_1794d49eTest.java:[61,35] enum",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,10
233,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/scriptimpl.java,3847504,3847504,ScriptImpl,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/ScriptImpl.java,modules/weblounge-common,maven:modules/weblounge-common,Maven,1.7,higher_complexity_half,188,1251,26,21,7,48,1.8461538461538465,4,233,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\3847504\TestClasses_3847504_evosuite.failed,"-------------- PROCESSING PROJECT: '3847504' ---- Processing project: 3847504, module: modules/weblounge-common [RBL4] requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 3847504_modules/weblounge-common is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// An error accored while trying to run the evosuite generation ---- STARTING gpt-4o-mini-2024-07-18 test typ Processing test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot Making API call with llm: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot, focal class: ScriptImpl Fetching prompts dictionary... Fetching agents dictionary... Fetching agents dictionary... Fetching agents dictionary... API call completed with test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot, focal class: ScriptImpl File generated at: output/3847504/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ScriptImpl_RBL4_1794d49eTest.java --//loading maven execution..// Test classes: -Dtest=ch.entwine.weblounge.common.impl.content.page.ScriptImpl_RBL4_1794d49eTest -------------------- The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/worksp",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,10
234,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/message/mpmessages.java,43105609,43105609,MpMessages,weixin-mp/src/main/java/com/riversoft/weixin/mp/message/MpMessages.java,weixin-mp,maven:weixin-mp,Maven,1.8,higher_complexity_half,268,2212,50,43,7,64,1.28,6,234,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\43105609\TestClasses_43105609_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/045_43105609_bb977cfc/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpMessages_RBL4_bb977cfcTest.java:[9,19] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/045_43105609_bb977cfc/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpMessages_RBL4_bb977cfcTest.java:[16,26] package org.mockito does not exist - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/045_43105609_bb977cfc/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpMessages_RBL4_bb977cfcTest.java:[25,20] cannot find symbol - symbol: variable Mockito - location: class com.riversoft.weixin.mp.message.MpMessages_RBL4_bb977cfcTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/045_43105609_bb977cfc/compiledrepos/43105609/weixin-mp/src/test/java/com/riversoft/weixin/mp/message/MpMessages_RBL4_bb977cfcTest.java:[33,28] cannot find symbol - symbol: method anyString() - location: class com.riversoft.weixin.mp.",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,45
235,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/highwatermarkinputformat.java,81384608,81384608,HighWaterMarkInputFormat,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/HighWaterMarkInputFormat.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,higher_complexity_half,66,545,9,8,8,16,1.7777777777777777,2,235,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_reactor_prewarm_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,,,,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,190
235,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/highwatermarkinputformat.java,81384608,81384608,HighWaterMarkInputFormat,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/HighWaterMarkInputFormat.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,higher_complexity_half,66,545,9,8,8,16,1.7777777777777777,2,235,remaining240,evosuite,evosuite,-,0,maven_reactor_prewarm_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,,,,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,190
237,3847504:modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/pageleturiimpl.java,3847504,3847504,PageletURIImpl,modules/weblounge-common/src/main/java/ch/entwine/weblounge/common/impl/content/page/PageletURIImpl.java,modules/weblounge-common,maven:modules/weblounge-common,Maven,1.7,higher_complexity_half,70,473,12,11,8,27,2.25,10,237,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\3847504\TestClasses_3847504_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/011_3847504_a30ec522/compiledrepos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/content/page/PageletURIImpl_RBL4_a30ec522Test.java:[17,45] <anonymous ch.entwine.weblounge.common.impl.content.page.PageletURIImpl_RBL4_a30ec522Test$1> is not abstract and does not override abstract method getParentURI() in ch.entwine.weblounge.common.content.ResourceURI - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/011_3847504_a30ec522/compiledrepos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/content/page/PageletURIImpl_RBL4_a30ec522Test.java:[20,35] <anonymous ch.entwine.weblounge.common.impl.content.page.PageletURIImpl_RBL4_a30ec522Test$1$1> is not abstract and does not override abstract method getLocalRole(java.lang.String) in ch.entwine.weblounge.common.site.Site - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/011_3847504_a30ec522/compiledrepos/3847504/modules/weblounge-common/src/test/java/ch/entwine/weblounge/common/impl/content/page/PageletURIImp",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,11
238,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/stackframevariables.java,44308560,44308560,StackFrameVariables,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/StackFrameVariables.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,higher_complexity_half,132,1278,12,8,8,29,2.4166666666666665,3,238,pilot60,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"ss org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[157,4] cannot find symbol - symbol: class Test - location: class org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[168,4] cannot find symbol - symbol: class Test - location: class org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[174,4] cannot find symbol - symbol: class Test - loca",,,,,0.0,0.0,0.0,0.0,pilot60_resume_20260724_083102,13
238,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/stackframevariables.java,44308560,44308560,StackFrameVariables,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/StackFrameVariables.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,higher_complexity_half,132,1278,12,8,8,29,2.4166666666666665,3,238,pilot60,evosuite,evosuite,-,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\44308560\TestClasses_44308560_evosuite.mavenfailed,"ss org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[157,4] cannot find symbol - symbol: class Test - location: class org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[168,4] cannot find symbol - symbol: class Test - location: class org.rf.ide.core.execution.debug.StackFrameVariables_RBL4Test_996db0ed - /D:/A_ThucNghiem/scripts_v2/workspaces/pilot60_resume_20260724_083102/013_44308560_996db0ed/compiledrepos/44308560/src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/test/java/org/rf/ide/core/execution/debug/StackFrameVariables_RBL4Test_996db0ed.java:[174,4] cannot find symbol - symbol: class Test - loca",,,,,0.0,0.0,0.0,0.0,pilot60_resume_20260724_083102,13
240,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/warmuploadbalancer.java,6944525,6944525,WarmUpLoadBalancer,d2/src/main/java/com/linkedin/d2/balancer/util/WarmUpLoadBalancer.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,376,2486,17,14,8,39,2.294117647058824,6,240,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,jacoco_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\6944525\TestClasses_6944525_gpt-4o-mini-2024-07-18_rbl4-zero-shot.gradlefailed,"cwd=D:\A_ThucNghiem\scripts_v2\workspaces\20260724_022225_resume240\156_6944525_7142b9fa\compiledrepos\6944525; tasks=:d2:test,:d2:jacocoTestReport; The following task errors were encountered during the Gradle build: - buildSrc",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,156
240,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/warmuploadbalancer.java,6944525,6944525,WarmUpLoadBalancer,d2/src/main/java/com/linkedin/d2/balancer/util/WarmUpLoadBalancer.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,376,2486,17,14,8,39,2.294117647058824,6,240,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\6944525\TestClasses_6944525_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 0 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '6944525' ---- Processing project: 6944525, module: d2 [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 6944525_d2 is a Gradle project 6944525_d2 is a Gradle TestNG module; enabling TestNG execution and PIT TestNG plugin support. ---- STARTING evosuite test type --//loading evosuite generation..// Evosuite generation performed corre",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,156
241,66303306:web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanstatus/datastorescanstatusdao.java,66303306,66303306,DataStoreScanStatusDAO,web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanstatus/DataStoreScanStatusDAO.java,web,maven:web,Maven,1.8,higher_complexity_half,284,2658,18,13,8,41,2.2777777777777777,10,241,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\66303306\TestClasses_66303306_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/150_66303306_09996397/compiledrepos/66303306/web/src/test/java/com/bazaarvoice/emodb/web/scanner/scanstatus/DataStoreScanStatusDAO_RBL4_09996397Test.java:[38,12] getTable() has private access in com.bazaarvoice.emodb.web.scanner.scanstatus.DataStoreScanStatusDAO - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/150_66303306_09996397/compiledrepos/66303306/web/src/test/java/com/bazaarvoice/emodb/web/scanner/scanstatus/DataStoreScanStatusDAO_RBL4_09996397Test.java:[40,65] incompatible types: inference variable T has incompatible bounds - equality constraints: com.bazaarvoice.emodb.sor.api.TableOptionsBuilder - upper bounds: com.bazaarvoice.emodb.sor.api.TableOptions,java.lang.Object - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/150_66303306_09996397/compiledrepos/66303306/web/src/test/java/com/bazaarvoice/emodb/web/scanner/scanstatus/DataStoreScanStatusDAO_RBL4_09996397Test.java:[47,12] getTable() has private access in com.bazaarvoice.emodb.web.scanner.scanstatus.DataStoreScanStatusDAO - /D:/A_ThucNghiem/s",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,150
242,46396068:hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/load/loadio.java,46396068,46396068,LoadIO,hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/load/LoadIO.java,hbase0.98/hbase-table-stat-0.98,maven:hbase0.98/hbase-table-stat-0.98,Maven,1.8,higher_complexity_half,209,1610,17,3,8,48,2.823529411764706,3,242,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,maven_verify_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46396068\TestClasses_46396068_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,The following general errors were encountered during the Maven build: - Failed to execute goal on project hbase-table-stat-0.98: Could not collect dependencies for project com.kakao.hbase:hbase-table-stat-0.98:jar:1.6.0 - Failed to read artifact descriptor for com.kakao.hbase:hbase-common-0.98:jar:1.6.0 - Caused by: The following artifacts could not be resolved: com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} (absent): Could not transfer artifact com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} from/to cloudera-releases (https://repository.cloudera.com/artifactory/cloudera-repos): ClientProtocolException - Failed to read artifact descriptor for com.kakao.hbase:hbase-common-0.98:jar:tests:1.6.0 - Caused by: The following artifacts could not be resolved: com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} (absent): com.kakao.hbase:hbase-tools-0.98:pom:${version.unified} failed to transfer from https://repository.cloudera.com/artifactory/cloudera-repos during a previous attempt. This failure was cached in the local repository and resolution is not reattempted until the update interval of cloudera-releases has elapsed or updates are forced. Original error: Could not ,,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,69
242,46396068:hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/load/loadio.java,46396068,46396068,LoadIO,hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/load/LoadIO.java,hbase0.98/hbase-table-stat-0.98,maven:hbase0.98/hbase-table-stat-0.98,Maven,1.8,higher_complexity_half,209,1610,17,3,8,48,2.823529411764706,3,242,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\46396068\TestClasses_46396068_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '46396068' ---- Processing project: 46396068, module: hbase0.98/hbase-table-stat-0.98 [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 46396068_hbase0.98/hbase-table-stat-0.98 is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// An error accored while trying to run the evosuite generation ---- START",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,69
243,61565876:injector/src/main/java/ch/jalu/injector/injectorimpl.java,61565876,61565876,InjectorImpl,injector/src/main/java/ch/jalu/injector/InjectorImpl.java,injector,maven:injector,Maven,1.8,higher_complexity_half,200,1398,18,10,8,48,2.6666666666666665,5,243,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\61565876\TestClasses_61565876_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/119_61565876_0d84927d/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/InjectorImpl_RBL4_0d84927dTest.java:[4,32] cannot find symbol - symbol: class InjectorConfig - location: package ch.jalu.injector.context - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/119_61565876_0d84927d/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/InjectorImpl_RBL4_0d84927dTest.java:[92,20] class ch.jalu.injector.InjectorImpl_RBL4_0d84927dTest is already defined in package ch.jalu.injector - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/119_61565876_0d84927d/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/InjectorImpl_RBL4_0d84927dTest.java:[95,20] class ch.jalu.injector.InjectorImpl_RBL4_0d84927dTest.InjectorImpl_RBL4_0d84927dTest is already defined in class ch.jalu.injector.InjectorImpl_RBL4_0d84927dTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/119_61565876_0d84927d/compiledrepos/61565876/injector/src/test/java/ch/jalu/injector/InjectorImpl_RBL4_0d84927dTe",,,,,0.0,0.0,0.0,0.0,20260724_022225_resume240,119
