sample_index,class_key,project,repo_id,module,scope_key,build_tool,focal_class,test_class,status,fail_stage,duration_sec,sandbox_path,detail,source_run_id,source_run_sample_index
128,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/solution.java,41627638,41627638,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,Solution,Solution_RBL4Test_d71b298e,PASS,ok,30.911,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\008_41627638_Solution_d71b298e,sandbox readiness passed,pilot60_resume_20260724_083102,8
129,61565876:injector/src/main/java/ch/jalu/injector/context/objectidentifier.java,61565876,61565876,injector,maven:injector,Maven,ObjectIdentifier,ObjectIdentifier_RBL4_7460272fTest,PASS,ok,0.529,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\115_61565876_7460272f,sandbox readiness passed,20260724_022225_resume240,115
130,45997449:webrex/src/main/java/com/ebayopensource/webrex/util/xmls.java,45997449,45997449,WebRex,maven:WebRex,Maven,Xmls,Xmls_RBL4_522a42d1Test,PASS,ok,9.396,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\057_45997449_522a42d1,sandbox readiness passed,20260724_022225_resume240,57
131,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/linelengthcheck.java,39195736,39195736,jproperties-checks,maven:jproperties-checks,Maven,LineLengthCheck,LineLengthCheck_RBL4_9e0529baTest,PASS,ok,27.311,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\019_39195736_9e0529ba,sandbox readiness passed,20260724_022225_resume240,19
132,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbresultconverter.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,SimpleDbResultConverter,SimpleDbResultConverter_RBL4_c6463d40Test,PASS,ok,0.28,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\210_9619226_c6463d40,sandbox readiness passed,20260724_022225_resume240,210
133,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/defaultasynccompletionhandler.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,DefaultAsyncCompletionHandler,DefaultAsyncCompletionHandler_RBL4_e521567fTest,PASS,ok,15.088,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\164_74999474_e521567f,sandbox readiness passed,20260724_022225_resume240,164
134,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/battleship/parser.java,41627638,41627638,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,Parser,Parser_RBL4_6bf65714Test,PASS,ok,31.779,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\035_41627638_6bf65714,sandbox readiness passed,20260724_022225_resume240,35
135,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/channelutils.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,ChannelUtils,ChannelUtils_RBL4_6d41ba87Test,PASS,ok,407.584,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\203_95247959_6d41ba87,sandbox readiness passed,20260724_022225_resume240,203
136,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/commentconventioncheck.java,39195736,39195736,jproperties-checks,maven:jproperties-checks,Maven,CommentConventionCheck,CommentConventionCheck_RBL4_9bdc6cb7Test,PASS,ok,39.355,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\020_39195736_9bdc6cb7,sandbox readiness passed,20260724_022225_resume240,20
137,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/resourceimportevent.java,44308560,44308560,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,ResourceImportEvent,ResourceImportEvent_RBL4_fa900415Test,PASS,ok,95.28,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\051_44308560_fa900415,sandbox readiness passed,20260724_022225_resume240,51
138,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/header.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,Header,Header_RBL4Test_81a76271,PASS,ok,6.383,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\024_558963_Header_81a76271,sandbox readiness passed,pilot60_resume_20260724_083102,24
139,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/doublename.java,97822421,97822421,infrastructure,maven:infrastructure,Maven,DoubleName,DoubleName_RBL4_a3466d37Test,PASS,ok,0.812,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\223_97822421_a3466d37,sandbox readiness passed,20260724_022225_resume240,223
140,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/channelallocationstate.java,66303306,66303306,event,maven:event,Maven,ChannelAllocationState,ChannelAllocationState_RBL4_031689bdTest,PASS,ok,84.407,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\146_66303306_031689bd,sandbox readiness passed,20260724_022225_resume240,146
141,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/election/leaderelectionservice.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,LeaderElectionService,LeaderElectionService_RBL4_04265ecaTest,PASS,ok,0.887,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\107_60578004_04265eca,sandbox readiness passed,20260724_022225_resume240,107
142,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbrepositoryquery.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,SimpleDbRepositoryQuery,SimpleDbRepositoryQuery_RBL4_ec1e9b28Test,PASS,ok,0.295,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\211_9619226_ec1e9b28,sandbox readiness passed,20260724_022225_resume240,211
143,41547678:turin-standard-library/src/main/java/turin/relations/onetomanyrelation.java,41547678,41547678,turin-standard-library,maven:turin-standard-library,Maven,OneToManyRelation,OneToManyRelation_RBL4_0ba40af0Test,PASS,ok,0.285,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\025_41547678_0ba40af0,sandbox readiness passed,20260724_022225_resume240,25
144,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/environment/pythonversion.java,44308560,44308560,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,PythonVersion,PythonVersion_RBL4_7d08f477Test,PASS,ok,6.425,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\052_44308560_7d08f477,sandbox readiness passed,20260724_022225_resume240,52
145,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/defaultslaballocator.java,66303306,66303306,event,maven:event,Maven,DefaultSlabAllocator,DefaultSlabAllocator_RBL4Test_b8c57976,PASS,ok,66.834,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\036_66303306_DefaultSlabAllocator_b8c57976,sandbox readiness passed,pilot60_resume_20260724_083102,36
146,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberattributedomaindto.java,98410891,98410891,core-interface,maven:core-interface,Maven,NumberAttributeDomainDto,NumberAttributeDomainDto_RBL4_a597dd0fTest,PASS,ok,27.13,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\229_98410891_a597dd0f,sandbox readiness passed,20260724_022225_resume240,229
147,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/argumentsfile.java,44308560,44308560,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,ArgumentsFile,ArgumentsFile_RBL4Test_19fe2f02,PASS,ok,111.679,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\012_44308560_ArgumentsFile_19fe2f02,sandbox readiness passed,pilot60_resume_20260724_083102,12
148,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http1tunnelconnectionpool.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,Http1TunnelConnectionPool,Http1TunnelConnectionPool_RBL4_f157e96cTest,PASS,ok,160.517,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\204_95247959_f157e96c,sandbox readiness passed,20260724_022225_resume240,204
149,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/duplicatedvaluescheck.java,39195736,39195736,jproperties-checks,maven:jproperties-checks,Maven,DuplicatedValuesCheck,DuplicatedValuesCheck_RBL4_5ebd9ad4Test,PASS,ok,40.142,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\021_39195736_5ebd9ad4,sandbox readiness passed,20260724_022225_resume240,21
150,66303306:web/src/main/java/com/bazaarvoice/emodb/web/settings/settingsmanager.java,66303306,66303306,web,maven:web,Maven,SettingsManager,SettingsManager_RBL4Test_92b68acb,PASS,ok,104.824,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\037_66303306_SettingsManager_92b68acb,sandbox readiness passed,pilot60_resume_20260724_083102,37
151,66303306:web/src/main/java/com/bazaarvoice/emodb/web/partition/partitionawareservicefactory.java,66303306,66303306,web,maven:web,Maven,PartitionAwareServiceFactory,PartitionAwareServiceFactory_RBL4_e6c37a47Test,PASS,ok,154.727,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\147_66303306_e6c37a47,sandbox readiness passed,20260724_022225_resume240,147
152,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/positiontime.java,6437134,6437134,enav-model,maven:enav-model,Maven,PositionTime,PositionTime_RBL4Test_e9d79346,PASS,ok,7.076,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\033_6437134_PositionTime_e9d79346,sandbox readiness passed,pilot60_resume_20260724_083102,33
153,61565876:injector/src/main/java/ch/jalu/injector/utils/injectorutils.java,61565876,61565876,injector,maven:injector,Maven,InjectorUtils,InjectorUtils_RBL4Test_32d528d0,PASS,ok,0.378,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\029_61565876_InjectorUtils_32d528d0,sandbox readiness passed,pilot60_resume_20260724_083102,29
154,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/sharding/shardingservice.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,ShardingService,ShardingService_RBL4_724aba58Test,PASS,ok,0.957,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\108_60578004_724aba58,sandbox readiness passed,20260724_022225_resume240,108
155,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/wordladder/solution.java,41627638,41627638,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,Solution,Solution_RBL4_5af78817Test,PASS,ok,23.855,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\036_41627638_5af78817,sandbox readiness passed,20260724_022225_resume240,36
156,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/skewreductionpolicy.java,48046454,48046454,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,SkewReductionPolicy,SkewReductionPolicy_RBL4Test_80a96ca0,PASS,ok,62.93,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\021_48046454_SkewReductionPolicy_80a96ca0,sandbox readiness passed,pilot60_resume_20260724_083102,21
157,6437134:enav-model/src/main/java/dk/dma/enav/model/geometry/ellipse.java,6437134,6437134,enav-model,maven:enav-model,Maven,Ellipse,Ellipse_RBL4_2da8caedTest,PASS,ok,21.147,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\130_6437134_2da8caed,sandbox readiness passed,20260724_022225_resume240,130
158,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/server/serverservice.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,ServerService,ServerService_RBL4Test_c34449d1,PASS,ok,5.075,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\027_60578004_ServerService_c34449d1,sandbox readiness passed,pilot60_resume_20260724_083102,27
159,39195736:sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/javapropertiessquidsensor.java,39195736,39195736,sonar-jproperties-plugin,maven:sonar-jproperties-plugin,Maven,JavaPropertiesSquidSensor,JavaPropertiesSquidSensor_RBL4_4233fc4aTest,PASS,ok,16.499,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\022_39195736_4233fc4a,sandbox readiness passed,20260724_022225_resume240,22
160,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/loadbalancerutil.java,6944525,6944525,d2,gradle:d2,Gradle,LoadBalancerUtil,LoadBalancerUtil_RBL4Test_fa60eb27,PASS,ok,205.692,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\039_6944525_LoadBalancerUtil_fa60eb27,sandbox readiness passed,pilot60_resume_20260724_083102,39
161,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/storage/jobnodestorage.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,JobNodeStorage,JobNodeStorage_RBL4_c67ff505Test,PASS,ok,0.957,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\109_60578004_c67ff505,sandbox readiness passed,20260724_022225_resume240,109
162,6293402:server/src/main/java/com/vaadin/ui/abstractsingleselect.java,6293402,6293402,server,maven:server,Maven,AbstractSingleSelect,AbstractSingleSelect_RBL4_76a24253Test,PASS,ok,277.093,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\122_6293402_76a24253,sandbox readiness passed,20260724_022225_resume240,122
163,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/media/materials.java,43105609,43105609,weixin-mp,maven:weixin-mp,Maven,Materials,Materials_RBL4Test_a90c8766,PASS,ok,8.823,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\011_43105609_Materials_a90c8766,sandbox readiness passed,pilot60_resume_20260724_083102,11
164,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasynchttpclient.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecAsyncHttpClient,ParsecAsyncHttpClient_RBL4Test_b68a888f,PASS,ok,10.105,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\041_74999474_ParsecAsyncHttpClient_b68a888f,sandbox readiness passed,pilot60_resume_20260724_083102,41
165,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/headers.java,558963,558963,httpcache4j-api,maven:httpcache4j-api,Maven,Headers,Headers_RBL4_341e479eTest,PASS,ok,0.147,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\098_558963_341e479e,sandbox readiness passed,20260724_022225_resume240,98
166,78444970:examples/random/src/main/java/random/reservoirsamplingmultipleitems.java,78444970,78444970,examples/random,maven:examples/random,Maven,ReservoirSamplingMultipleItems,ReservoirSamplingMultipleItems_RBL4Test_01a0a377,PASS,ok,1.133,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\045_78444970_ReservoirSamplingMultipleItems_01a0a377,sandbox readiness passed,pilot60_resume_20260724_083102,45
167,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/masterslavenodeserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,MasterSlaveNodeServiceImpl,MasterSlaveNodeServiceImpl_RBL4_a80bae5fTest,PASS,ok,64.504,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\092_49384652_a80bae5f,sandbox readiness passed,20260724_022225_resume240,92
168,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/movezeroes/solution.java,41627638,41627638,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,Solution,Solution_RBL4_2857f9c6Test,PASS,ok,34.957,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\037_41627638_2857f9c6,sandbox readiness passed,20260724_022225_resume240,37
169,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/reverselinkedlist/solution.java,41627638,41627638,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,Solution,Solution_RBL4_9f4d73afTest,PASS,ok,37.838,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\038_41627638_9f4d73af,sandbox readiness passed,20260724_022225_resume240,38
170,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/util/maputils.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,MapUtils,MapUtils_RBL4_d5ece548Test,PASS,ok,0.303,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\212_9619226_d5ece548,sandbox readiness passed,20260724_022225_resume240,212
171,78444970:examples/graph/src/main/java/graph/algorithm/path/astar.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,AStar,AStar_RBL4_caed66ebTest,PASS,ok,2.636,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\180_78444970_caed66eb,sandbox readiness passed,20260724_022225_resume240,180
172,6293402:server/src/main/java/com/vaadin/util/encodeutil.java,6293402,6293402,server,maven:server,Maven,EncodeUtil,EncodeUtil_RBL4_b4ce0ae0Test,PASS,ok,259.525,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\123_6293402_b4ce0ae0,sandbox readiness passed,20260724_022225_resume240,123
173,77481567:core/src/main/java/de/voidnode/trading4j/domain/monetary/accurateprice.java,77481567,77481567,core,maven:core,Maven,AccuratePrice,AccuratePrice_RBL4_ed9b3a40Test,PASS,ok,1.0,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\174_77481567_ed9b3a40,sandbox readiness passed,20260724_022225_resume240,174
174,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecclientprofilinglogutil.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecClientProfilingLogUtil,ParsecClientProfilingLogUtil_RBL4_05c2f6b5Test,PASS,ok,14.755,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\165_74999474_05c2f6b5,sandbox readiness passed,20260724_022225_resume240,165
175,61565876:injector/src/main/java/ch/jalu/injector/handlers/instantiation/defaultinjectionprovider.java,61565876,61565876,injector,maven:injector,Maven,DefaultInjectionProvider,DefaultInjectionProvider_RBL4_b7272345Test,PASS,ok,0.524,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\116_61565876_b7272345,sandbox readiness passed,20260724_022225_resume240,116
176,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbyjobserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,StandbyJobServiceImpl,StandbyJobServiceImpl_RBL4Test_06be1a5a,PASS,ok,22.292,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\023_49384652_StandbyJobServiceImpl_06be1a5a,sandbox readiness passed,pilot60_resume_20260724_083102,23
177,77481567:core/src/main/java/de/voidnode/trading4j/domain/volume.java,77481567,77481567,core,maven:core,Maven,Volume,Volume_RBL4_743939aeTest,PASS,ok,0.998,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\175_77481567_743939ae,sandbox readiness passed,20260724_022225_resume240,175
178,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/honorcloseonreleasechannelpool.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,HonorCloseOnReleaseChannelPool,HonorCloseOnReleaseChannelPool_RBL4_0c77cc85Test,PASS,ok,156.947,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\205_95247959_0c77cc85,sandbox readiness passed,20260724_022225_resume240,205
179,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/execution/executioncontextservice.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,ExecutionContextService,ExecutionContextService_RBL4_ba1be17bTest,PASS,ok,0.93,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\110_60578004_ba1be17b,sandbox readiness passed,20260724_022225_resume240,110
180,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/masterslavejobserviceimpl.java,49384652,49384652,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,MasterSlaveJobServiceImpl,MasterSlaveJobServiceImpl_RBL4_d070942aTest,PASS,ok,73.482,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\093_49384652_d070942a,sandbox readiness passed,20260724_022225_resume240,93
181,46450575:flo-workflow/src/main/java/com/spotify/flo/taskids.java,46450575,46450575,flo-workflow,maven:flo-workflow,Maven,TaskIds,TaskIds_RBL4Test_b7d06a10,PASS,ok,12.226,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\019_46450575_TaskIds_b7d06a10,sandbox readiness passed,pilot60_resume_20260724_083102,19
182,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/applicationenhancer.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,ApplicationEnhancer,ApplicationEnhancer_RBL4_7bd3161bTest,PASS,ok,41.77,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\237_9884445_7bd3161b,sandbox readiness passed,20260724_022225_resume240,237
183,41627638:leetcode/battleships-in-a-board/src/main/java/com/github/islandperimeter/solution.java,41627638,41627638,leetcode/battleships-in-a-board,gradle:leetcode/battleships-in-a-board,Gradle,Solution,Solution_RBL4_562560bfTest,PASS,ok,26.416,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\039_41627638_562560bf,sandbox readiness passed,20260724_022225_resume240,39
184,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/attributeutil/simpledbattributevaluesplitter.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,SimpleDbAttributeValueSplitter,SimpleDbAttributeValueSplitter_RBL4Test_6248ee60,PASS,ok,0.292,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\053_9619226_SimpleDbAttributeValueSplitter_6248ee60,sandbox readiness passed,pilot60_resume_20260724_083102,53
185,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/expression/resourceelevaluator.java,45997449,45997449,WebRex,maven:WebRex,Maven,ResourceELEvaluator,ResourceELEvaluator_RBL4Test_44ed24a7,PASS,ok,0.472,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\015_45997449_ResourceELEvaluator_44ed24a7,sandbox readiness passed,pilot60_resume_20260724_083102,15
186,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/resourceutil.java,9884445,9884445,minnal-jaxrs/minnal-instrumentation-jaxrs,maven:minnal-jaxrs/minnal-instrumentation-jaxrs,Maven,ResourceUtil,ResourceUtil_RBL4_be372e05Test,PASS,ok,41.632,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\238_9884445_be372e05,sandbox readiness passed,20260724_022225_resume240,238
187,41547678:turin-compiler/src/main/java/me/tomassetti/turin/typesystem/arraytypeusage.java,41547678,41547678,turin-compiler,maven:turin-compiler,Maven,ArrayTypeUsage,ArrayTypeUsage_RBL4_cf9a0032Test,PASS,ok,28.257,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\026_41547678_cf9a0032,sandbox readiness passed,20260724_022225_resume240,26
188,61565876:injector/src/main/java/ch/jalu/injector/utils/reflectionutils.java,61565876,61565876,injector,maven:injector,Maven,ReflectionUtils,ReflectionUtils_RBL4_00880516Test,PASS,ok,0.539,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\117_61565876_00880516,sandbox readiness passed,20260724_022225_resume240,117
189,60578004:elastic-jobx-core/src/main/java/com/dangdang/ddframe/job/internal/config/configurationservice.java,60578004,60578004,elastic-jobx-core,maven:elastic-jobx-core,Maven,ConfigurationService,ConfigurationService_RBL4_cf2e998cTest,PASS,ok,0.916,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\111_60578004_cf2e998c,sandbox readiness passed,20260724_022225_resume240,111
190,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http2/httporhttp2channelpool.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,HttpOrHttp2ChannelPool,HttpOrHttp2ChannelPool_RBL4Test_7d118b37,PASS,ok,354.614,D:\A_ThucNghiem\scripts_v2\workspaces\20260723_215359_ccfee980__baseline_readiness\051_95247959_HttpOrHttp2ChannelPool_7d118b37,sandbox readiness passed,pilot60_resume_20260724_083102,51
191,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/card/cards.java,43105609,43105609,weixin-mp,maven:weixin-mp,Maven,Cards,Cards_RBL4_1f16a0efTest,PASS,ok,32.916,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\044_43105609_1f16a0ef,sandbox readiness passed,20260724_022225_resume240,44
192,45997449:webrex/src/main/java/com/ebayopensource/webrex/util/reflects.java,45997449,45997449,WebRex,maven:WebRex,Maven,Reflects,Reflects_RBL4_ebe207aeTest,PASS,ok,9.384,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\058_45997449_ebe207ae,sandbox readiness passed,20260724_022225_resume240,58
