source_sample,run_mode,source_row_index,project,module,focal_class,test_class,id_focal_class,arm,generator,prompt_technique,fairness_policy,generated_test_file,generated_test_file_exists,failure_markers,baseline_build_status,baseline_build_detail,compilation,branch_coverage_compiled_only,line_coverage_compiled_only,method_coverage_compiled_only,mutation_score_compiled_only,branch_coverage_strict_zero_fill,line_coverage_strict_zero_fill,method_coverage_strict_zero_fill,mutation_score_strict_zero_fill,fail_stage
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,48,54231507,core,UnhandledAlertHandlingWebDriver,UnhandledAlertHandlingWebDriverTest,54231507_UnhandledAlertHandlingWebDriver,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/54231507/response_evosuite_UnhandledAlertHandlingWebDriverTest.java,1,output/54231507/TestClasses_54231507_evosuite.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,49,37728390,contrib/geomason,AttributeValue,AttributeValueTest,37728390_AttributeValue,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/37728390/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_AttributeValueTest.java,1,output/37728390/TestClasses_37728390_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,49,37728390,contrib/geomason,AttributeValue,AttributeValueTest,37728390_AttributeValue,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/37728390/response_evosuite_AttributeValueTest.java,0,output/37728390/TestClasses_37728390_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,50,39770930,proxy,JsonWireUtils,JsonWireUtilsTest,39770930_JsonWireUtils,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/39770930/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_JsonWireUtilsTest.java,1,output/39770930/TestClasses_39770930_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,75.0,81.25,100.0,62.5,75.0,81.25,100.0,62.5,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,50,39770930,proxy,JsonWireUtils,JsonWireUtilsTest,39770930_JsonWireUtils,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/39770930/response_evosuite_JsonWireUtilsTest.java,1,output/39770930/TestClasses_39770930_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,100.0,62.5,75.0,6.25,100.0,62.5,75.0,6.25,ok
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,51,79246257,client/argus-client,ArgusClient,ArgusClientTest,79246257_ArgusClient,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/79246257/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ArgusClientTest.java,0,,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,missing_output
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,51,79246257,client/argus-client,ArgusClient,ArgusClientTest,79246257_ArgusClient,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/79246257/response_evosuite_ArgusClientTest.java,0,,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,missing_output
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,52,79246257,plugin-api,FormatUtils,FormatUtilsTest,79246257_FormatUtils,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/79246257/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_FormatUtilsTest.java,0,,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,missing_output
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,52,79246257,plugin-api,FormatUtils,FormatUtilsTest,79246257_FormatUtils,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/79246257/response_evosuite_FormatUtilsTest.java,0,,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,missing_output
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,53,57251243,wingtips-servlet-api,WingtipsRequestSpanCompletionAsyncListener,WingtipsRequestSpanCompletionAsyncListenerTest,57251243_WingtipsRequestSpanCompletionAsyncListener,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/57251243/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_WingtipsRequestSpanCompletionAsyncListenerTest.java,0,output/57251243/TestClasses_57251243_gpt-4o-mini-2024-07-18_rbl4-zero-shot.gradlefailed,PASS,requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,53,57251243,wingtips-servlet-api,WingtipsRequestSpanCompletionAsyncListener,WingtipsRequestSpanCompletionAsyncListenerTest,57251243_WingtipsRequestSpanCompletionAsyncListener,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/57251243/response_evosuite_WingtipsRequestSpanCompletionAsyncListenerTest.java,0,output/57251243/TestClasses_57251243_evosuite.failed,PASS,requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,54,57251243,wingtips-zipkin2,WingtipsToZipkinSpanConverterDefaultImpl,WingtipsToZipkinSpanConverterDefaultImplTest,57251243_WingtipsToZipkinSpanConverterDefaultImpl,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/57251243/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_WingtipsToZipkinSpanConverterDefaultImplTest.java,0,output/57251243/TestClasses_57251243_gpt-4o-mini-2024-07-18_rbl4-zero-shot.gradlefailed,PASS,requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,54,57251243,wingtips-zipkin2,WingtipsToZipkinSpanConverterDefaultImpl,WingtipsToZipkinSpanConverterDefaultImplTest,57251243_WingtipsToZipkinSpanConverterDefaultImpl,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/57251243/response_evosuite_WingtipsToZipkinSpanConverterDefaultImplTest.java,0,output/57251243/TestClasses_57251243_evosuite.failed,PASS,requested=1.7 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,55,70711909,here-oauth-client,HereAccount,HereAccountTest,70711909_HereAccount,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/70711909/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_HereAccountTest.java,0,output/70711909/TestClasses_70711909_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,55,70711909,here-oauth-client,HereAccount,HereAccountTest,70711909_HereAccount,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/70711909/response_evosuite_HereAccountTest.java,0,output/70711909/TestClasses_70711909_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,56,70711909,here-oauth-client,ApacheHttpClientProvider,ApacheHttpClientProviderTest,70711909_ApacheHttpClientProvider,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/70711909/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_ApacheHttpClientProviderTest.java,0,output/70711909/TestClasses_70711909_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,56,70711909,here-oauth-client,ApacheHttpClientProvider,ApacheHttpClientProviderTest,70711909_ApacheHttpClientProvider,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/70711909/response_evosuite_ApacheHttpClientProviderTest.java,0,output/70711909/TestClasses_70711909_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,57,70711909,here-oauth-client,FromHereCredentialsIniStream,FromHereCredentialsIniStreamTest,70711909_FromHereCredentialsIniStream,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/70711909/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_FromHereCredentialsIniStreamTest.java,0,output/70711909/TestClasses_70711909_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,57,70711909,here-oauth-client,FromHereCredentialsIniStream,FromHereCredentialsIniStreamTest,70711909_FromHereCredentialsIniStream,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/70711909/response_evosuite_FromHereCredentialsIniStreamTest.java,0,output/70711909/TestClasses_70711909_evosuite.failed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generation_or_build_failed_marker
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,58,58767125,ch.obermuhlner.math.big,DefaultBigDecimalMath,DefaultBigDecimalMathTest,58767125_DefaultBigDecimalMath,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/58767125/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_DefaultBigDecimalMathTest.java,0,,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,missing_output
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,58,58767125,ch.obermuhlner.math.big,DefaultBigDecimalMath,DefaultBigDecimalMathTest,58767125_DefaultBigDecimalMath,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/58767125/response_evosuite_DefaultBigDecimalMathTest.java,0,,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,missing_output
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,59,37489990,tomcat-gcp-lib,DatastoreManager,DatastoreManagerTest,37489990_DatastoreManager,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,no_repair_no_source_fix_generated_failures_zero_filled,output/37489990/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_DatastoreManagerTest.java,1,output/37489990/TestClasses_37489990_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,0,,,,,0.0,0.0,0.0,0.0,generated_test_no_successful_build_or_metrics
D:\balanced_delivery\balanced_bundle_300\output\pilot_60_classes.csv,full_run,59,37489990,tomcat-gcp-lib,DatastoreManager,DatastoreManagerTest,37489990_DatastoreManager,evosuite,evosuite,-,no_repair_no_source_fix_generated_failures_zero_filled,output/37489990/response_evosuite_DatastoreManagerTest.java,1,,PASS,requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172,1,87.5,46.3,86.67,3.85,87.5,46.3,86.67,3.85,ok
