sample_id,repository,class_fqn,class_path,project_root,selection_seed,selection_role,backup_rank,selected_for_pilot,replacement_candidate_for,notes
S129,46847195,SqlRunner,search-mybatis-mybatis/src/main/java/org/apache/ibatis/jdbc/SqlRunner.java,repos/46847195,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=SqlRunnerTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/jdbc/SqlRunnerTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_56.json
S130,46847195,ClassLoaderWrapper,search-mybatis-mybatis/src/main/java/org/apache/ibatis/io/ClassLoaderWrapper.java,repos/46847195,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=ClassLoaderWrapperTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/io/ClassLoaderWrapperTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_11.json
S131,46847195,ExceptionUtil,search-mybatis-mybatis/src/main/java/org/apache/ibatis/reflection/ExceptionUtil.java,repos/46847195,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=ExceptionUtilTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/reflection/ExceptionUtilTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_34.json
S132,46847195,Reflector,search-mybatis-mybatis/src/main/java/org/apache/ibatis/reflection/Reflector.java,repos/46847195,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/nero520/mybatis;test_class=ReflectorTest;test_path=search-mybatis-mybatis/src/test/java/org/apache/ibatis/reflection/ReflectorTest.java;dataset_json=raw/classes2test/dataset/46847195/46847195_37.json
S133,49961489,BidResponse,open-bidder-master/open-bidder-api/src/main/java/com/google/openbidder/api/bidding/BidResponse.java,repos/49961489,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=BidResponseTest;test_path=open-bidder-master/open-bidder-api/src/test/java/com/google/openbidder/api/bidding/BidResponseTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_47.json
S134,49961489,Protocol,open-bidder-master/open-bidder-http/src/main/java/com/google/openbidder/http/Protocol.java,repos/49961489,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=ProtocolTest;test_path=open-bidder-master/open-bidder-http/src/test/java/com/google/openbidder/http/ProtocolTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_119.json
S135,49961489,DoubleClickExchange,open-bidder-exchange-doubleclick/src/main/java/com/google/openbidder/exchange/doubleclick/DoubleClickExchange.java,repos/49961489,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=DoubleClickExchangeTest;test_path=open-bidder-exchange-doubleclick/src/test/java/com/google/openbidder/exchange/doubleclick/DoubleClickExchangeTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_9.json
S136,49961489,DoubleClickMatchRequest,open-bidder-master/open-bidder-exchange-doubleclick/src/main/java/com/google/openbidder/exchange/doubleclick/match/DoubleClickMatchRequest.java,repos/49961489,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=DoubleClickMatchRequestTest;test_path=open-bidder-master/open-bidder-exchange-doubleclick/src/test/java/com/google/openbidder/exchange/doubleclick/match/DoubleClickMatchRequestTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_36.json
S137,49961489,GuiceUtils,open-bidder-master/open-bidder-util/src/main/java/com/google/openbidder/util/GuiceUtils.java,repos/49961489,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=GuiceUtilsTest;test_path=open-bidder-master/open-bidder-util/src/test/java/com/google/openbidder/util/GuiceUtilsTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_100.json
S138,49961489,ResourceName,open-bidder-master/open-bidder-ui/src/main/java/com/google/openbidder/ui/compute/ResourceName.java,repos/49961489,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=ResourceNameTest;test_path=open-bidder-master/open-bidder-ui/src/test/java/com/google/openbidder/ui/compute/ResourceNameTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_80.json
S139,49961489,DoubleClickMatchResponse,open-bidder-master/open-bidder-exchange-doubleclick/src/main/java/com/google/openbidder/exchange/doubleclick/match/DoubleClickMatchResponse.java,repos/49961489,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=DoubleClickMatchResponseTest;test_path=open-bidder-master/open-bidder-exchange-doubleclick/src/test/java/com/google/openbidder/exchange/doubleclick/match/DoubleClickMatchResponseTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_37.json
S140,49961489,Bench,open-bidder-master/open-bidder-bench/src/main/java/com/google/openbidder/bench/Bench.java,repos/49961489,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=BenchTest;test_path=open-bidder-master/open-bidder-bench/src/test/java/com/google/openbidder/bench/BenchTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_56.json
S141,49961489,ResourceCollectionId,open-bidder-master/open-bidder-ui/src/main/java/com/google/openbidder/ui/resource/support/ResourceCollectionId.java,repos/49961489,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=ResourceCollectionIdTest;test_path=open-bidder-master/open-bidder-ui/src/test/java/com/google/openbidder/ui/resource/support/ResourceCollectionIdTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_74.json
S142,49961489,DoubleClickBidRequestReceiver,open-bidder-master/open-bidder-exchange-doubleclick/src/main/java/com/google/openbidder/exchange/doubleclick/server/DoubleClickBidRequestReceiver.java,repos/49961489,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=DoubleClickBidRequestReceiverTest;test_path=open-bidder-master/open-bidder-exchange-doubleclick/src/test/java/com/google/openbidder/exchange/doubleclick/server/DoubleClickBidRequestReceiverTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_38.json
S143,49961489,RawMessageUtils,open-bidder-bid/src/main/java/com/google/openbidder/bidding/interceptor/RawMessageUtils.java,repos/49961489,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=RawMessageUtilsTest;test_path=open-bidder-bid/src/test/java/com/google/openbidder/bidding/interceptor/RawMessageUtilsTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_139.json
S144,49961489,ContentHolder,open-bidder-master/open-bidder-http/src/main/java/com/google/openbidder/http/message/ContentHolder.java,repos/49961489,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/Essens/openbidder;test_class=ContentHolderTest;test_path=open-bidder-master/open-bidder-http/src/test/java/com/google/openbidder/http/message/ContentHolderTest.java;dataset_json=raw/classes2test/dataset/49961489/49961489_118.json
S145,5175291,LauncherLifecycleManager,airship-agent/src/main/java/io/airlift/airship/agent/LauncherLifecycleManager.java,repos/5175291,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestLauncherLifecycleManager;test_path=airship-agent/src/test/java/io/airlift/airship/agent/TestLauncherLifecycleManager.java;dataset_json=raw/classes2test/dataset/5175291/5175291_62.json
S146,5175291,FileAuthorizedKeyStoreConfig,airship-coordinator/src/main/java/io/airlift/airship/coordinator/auth/FileAuthorizedKeyStoreConfig.java,repos/5175291,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestFileAuthorizedKeyStoreConfig;test_path=airship-coordinator/src/test/java/io/airlift/airship/coordinator/auth/TestFileAuthorizedKeyStoreConfig.java;dataset_json=raw/classes2test/dataset/5175291/5175291_41.json
S147,5175291,PublicKey,airship-coordinator/src/main/java/io/airlift/airship/coordinator/auth/PublicKey.java,repos/5175291,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestPublicKey;test_path=airship-coordinator/src/test/java/io/airlift/airship/coordinator/auth/TestPublicKey.java;dataset_json=raw/classes2test/dataset/5175291/5175291_36.json
S148,5175291,AgentFilterBuilder,airship-coordinator/src/main/java/io/airlift/airship/coordinator/AgentFilterBuilder.java,repos/5175291,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestAgentFilterBuilder;test_path=airship-coordinator/src/test/java/io/airlift/airship/coordinator/TestAgentFilterBuilder.java;dataset_json=raw/classes2test/dataset/5175291/5175291_29.json
S149,5175291,CoordinatorAssignmentResource,airship-coordinator/src/main/java/io/airlift/airship/coordinator/CoordinatorAssignmentResource.java,repos/5175291,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestCoordinatorAssignmentResource;test_path=airship-coordinator/src/test/java/io/airlift/airship/coordinator/TestCoordinatorAssignmentResource.java;dataset_json=raw/classes2test/dataset/5175291/5175291_34.json
S150,5175291,SlotStatusRepresentation,airship-shared/src/main/java/io/airlift/airship/shared/SlotStatusRepresentation.java,repos/5175291,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestSlotStatusRepresentation;test_path=airship-shared/src/test/java/io/airlift/airship/shared/TestSlotStatusRepresentation.java;dataset_json=raw/classes2test/dataset/5175291/5175291_77.json
S151,5175291,MavenRepository,airship-coordinator/src/main/java/io/airlift/airship/coordinator/MavenRepository.java,repos/5175291,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestMavenRepository;test_path=airship-coordinator/src/test/java/io/airlift/airship/coordinator/TestMavenRepository.java;dataset_json=raw/classes2test/dataset/5175291/5175291_0.json
S152,5175291,Coordinator,airship-coordinator/src/main/java/io/airlift/airship/coordinator/Coordinator.java,repos/5175291,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestCoordinator;test_path=airship-coordinator/src/test/java/io/airlift/airship/coordinator/TestCoordinator.java;dataset_json=raw/classes2test/dataset/5175291/5175291_6.json
S153,5175291,HttpUriBuilder,airship-shared/src/main/java/io/airlift/airship/shared/HttpUriBuilder.java,repos/5175291,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestHttpUriBuilder;test_path=airship-shared/src/test/java/io/airlift/airship/shared/TestHttpUriBuilder.java;dataset_json=raw/classes2test/dataset/5175291/5175291_74.json
S154,5175291,LifecycleResource,airship-agent/src/main/java/io/airlift/airship/agent/LifecycleResource.java,repos/5175291,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestLifecycleResource;test_path=airship-agent/src/test/java/io/airlift/airship/agent/TestLifecycleResource.java;dataset_json=raw/classes2test/dataset/5175291/5175291_67.json
S155,5175291,MavenCoordinates,airship-shared/src/main/java/io/airlift/airship/shared/MavenCoordinates.java,repos/5175291,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestMavenCoordinates;test_path=airship-shared/src/test/java/io/airlift/airship/shared/TestMavenCoordinates.java;dataset_json=raw/classes2test/dataset/5175291/5175291_86.json
S156,5175291,AdminResource,airship-coordinator/src/main/java/io/airlift/airship/coordinator/AdminResource.java,repos/5175291,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/airlift/airship;test_class=TestAdminResource;test_path=airship-coordinator/src/test/java/io/airlift/airship/coordinator/TestAdminResource.java;dataset_json=raw/classes2test/dataset/5175291/5175291_2.json
S157,51858172,HttpsService,modules/web/src/main/java/com/intuit/autumn/web/HttpsService.java,repos/51858172,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=HttpsServiceTest;test_path=modules/web/src/test/java/com/intuit/autumn/web/HttpsServiceTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_100.json
S158,51858172,AlgorithmEncryptor,modules/crypto/src/main/java/com/intuit/autumn/crypto/AlgorithmEncryptor.java,repos/51858172,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=AlgorithmEncryptorTest;test_path=modules/crypto/src/test/java/com/intuit/autumn/crypto/AlgorithmEncryptorTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_10.json
S159,51858172,HystrixMetricsService,modules/metrics/src/main/java/com/intuit/autumn/metrics/HystrixMetricsService.java,repos/51858172,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=HystrixMetricsServiceTest;test_path=modules/metrics/src/test/java/com/intuit/autumn/metrics/HystrixMetricsServiceTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_26.json
S160,51858172,Resource,modules/view/src/main/java/com/intuit/autumn/view/Resource.java,repos/51858172,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=ResourceTest;test_path=modules/view/src/test/java/com/intuit/autumn/view/ResourceTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_47.json
S161,51858172,NoopEncryptor,modules/crypto/src/main/java/com/intuit/autumn/crypto/NoopEncryptor.java,repos/51858172,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=NoopEncryptorTest;test_path=modules/crypto/src/test/java/com/intuit/autumn/crypto/NoopEncryptorTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_3.json
S162,51858172,ServiceManager,modules/service/src/main/java/com/intuit/autumn/service/ServiceManager.java,repos/51858172,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=ServiceManagerTest;test_path=modules/service/src/test/java/com/intuit/autumn/service/ServiceManagerTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_30.json
S163,51858172,PropertyFactory,modules/utils/src/main/java/com/intuit/autumn/utils/PropertyFactory.java,repos/51858172,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=PropertyFactoryTest;test_path=modules/utils/src/test/java/com/intuit/autumn/utils/PropertyFactoryTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_56.json
S164,51858172,GraphiteMetricsService,modules/metrics/src/main/java/com/intuit/autumn/metrics/GraphiteMetricsService.java,repos/51858172,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=GraphiteMetricsServiceTest;test_path=modules/metrics/src/test/java/com/intuit/autumn/metrics/GraphiteMetricsServiceTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_11.json
S165,51858172,CsvMetricsService,modules/metrics/src/main/java/com/intuit/autumn/metrics/CsvMetricsService.java,repos/51858172,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=CsvMetricsServiceTest;test_path=modules/metrics/src/test/java/com/intuit/autumn/metrics/CsvMetricsServiceTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_15.json
S166,51858172,HttpService,modules/web/src/main/java/com/intuit/autumn/web/HttpService.java,repos/51858172,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=HttpServiceTest;test_path=modules/web/src/test/java/com/intuit/autumn/web/HttpServiceTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_103.json
S167,51858172,HttpCallImplWithConnectionPooling,modules/client/src/main/java/com/intuit/autumn/client/impl/HttpCallImplWithConnectionPooling.java,repos/51858172,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=HttpCallImplWithConnectionPoolingTest;test_path=modules/client/src/test/java/com/intuit/autumn/client/impl/HttpCallImplWithConnectionPoolingTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_77.json
S168,51858172,WebFilter,modules/web/src/main/java/com/intuit/autumn/web/WebFilter.java,repos/51858172,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/intuit/Autumn;test_class=WebFilterTest;test_path=modules/web/src/test/java/com/intuit/autumn/web/WebFilterTest.java;dataset_json=raw/classes2test/dataset/51858172/51858172_120.json
S169,52040340,PropertiesConfigNodeFactory,core/container/src/main/java/org/wildfly/swarm/container/config/PropertiesConfigNodeFactory.java,repos/52040340,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=PropertiesConfigNodeFactoryTest;test_path=core/container/src/test/java/org/wildfly/swarm/container/config/PropertiesConfigNodeFactoryTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_62.json
S170,52040340,RemoteConnectionSocketBindingCustomizer,fractions/javaee/messaging/src/main/java/org/wildfly/swarm/messaging/runtime/RemoteConnectionSocketBindingCustomizer.java,repos/52040340,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=RemoteConnectionSocketBindingCustomizerTest;test_path=fractions/javaee/messaging/src/test/java/org/wildfly/swarm/messaging/runtime/RemoteConnectionSocketBindingCustomizerTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_108.json
S171,52040340,GradleResolver,core/bootstrap/src/main/java/org/wildfly/swarm/bootstrap/modules/GradleResolver.java,repos/52040340,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=GradleResolverTest;test_path=core/bootstrap/src/test/java/org/wildfly/swarm/bootstrap/modules/GradleResolverTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_19.json
S172,52040340,ParseState,core/container/src/main/java/org/wildfly/swarm/cli/ParseState.java,repos/52040340,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=ParseStateTest;test_path=core/container/src/test/java/org/wildfly/swarm/cli/ParseStateTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_67.json
S173,52040340,UsageCreator,core/container/src/main/java/org/wildfly/swarm/container/runtime/usage/UsageCreator.java,repos/52040340,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=UsageCreatorTest;test_path=core/container/src/test/java/org/wildfly/swarm/container/runtime/usage/UsageCreatorTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_34.json
S174,52040340,JolokiaKeycloakCustomizer,fractions/jolokia/src/main/java/org/wildfly/swarm/jolokia/runtime/JolokiaKeycloakCustomizer.java,repos/52040340,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=JolokiaKeycloakCustomizerTest;test_path=fractions/jolokia/src/test/java/org/wildfly/swarm/jolokia/runtime/JolokiaKeycloakCustomizerTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_80.json
S175,52040340,MavenArtifactDescriptor,core/bootstrap/src/main/java/org/wildfly/swarm/bootstrap/util/MavenArtifactDescriptor.java,repos/52040340,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=MavenArtifactDescriptorTest;test_path=core/bootstrap/src/test/java/org/wildfly/swarm/bootstrap/util/MavenArtifactDescriptorTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_27.json
S176,52040340,FractionList,meta/fraction-metadata/src/main/java/org/wildfly/swarm/fractions/FractionList.java,repos/52040340,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=FractionListTest;test_path=meta/fraction-metadata/src/test/java/org/wildfly/swarm/fractions/FractionListTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_0.json
S177,52040340,ConfigResolutionStrategy,core/container/src/main/java/org/wildfly/swarm/container/config/ConfigResolutionStrategy.java,repos/52040340,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=ConfigResolutionStrategyTest;test_path=core/container/src/test/java/org/wildfly/swarm/container/config/ConfigResolutionStrategyTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_61.json
S178,52040340,BootstrapClasspathModuleFinder,core/bootstrap/src/main/java/org/wildfly/swarm/bootstrap/modules/BootstrapClasspathModuleFinder.java,repos/52040340,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=BootstrapClasspathModuleFinderTest;test_path=core/bootstrap/src/test/java/org/wildfly/swarm/bootstrap/modules/BootstrapClasspathModuleFinderTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_11.json
S179,52040340,HttpSecurityPreparer,fractions/javaee/undertow/src/main/java/org/wildfly/swarm/undertow/runtime/HttpSecurityPreparer.java,repos/52040340,42,backup,1,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=HttpSecurityPreparerTest;test_path=fractions/javaee/undertow/src/test/java/org/wildfly/swarm/undertow/runtime/HttpSecurityPreparerTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_125.json
S180,52040340,SwaggerArchivePreparer,fractions/swagger/src/main/java/org/wildfly/swarm/swagger/runtime/SwaggerArchivePreparer.java,repos/52040340,42,backup,2,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/thorntail/thorntail;test_class=SwaggerArchivePreparerTest;test_path=fractions/swagger/src/test/java/org/wildfly/swarm/swagger/runtime/SwaggerArchivePreparerTest.java;dataset_json=raw/classes2test/dataset/52040340/52040340_100.json
S181,52972024,NotifyTaskStrategy,CoreFeatures/Shutdown/ShutdownTaskProcessingStrategies/src/main/java/info/smart_tools/smartactors/shutdown/shutdown_task_processing_strategies/NotifyTaskStrategy.java,repos/52972024,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=NotifyTaskStrategyTest;test_path=CoreFeatures/Shutdown/ShutdownTaskProcessingStrategies/src/test/java/info/smart_tools/smartactors/shutdown/shutdown_task_processing_strategies/NotifyTaskStrategyTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_280.json
S182,52972024,Pool,CoreFeatures/Base/Pool/src/main/java/info/smart_tools/smartactors/base/pool/Pool.java,repos/52972024,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=PoolTest;test_path=CoreFeatures/Base/Pool/src/test/java/info/smart_tools/smartactors/base/pool/PoolTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_109.json
S183,52972024,FieldName,CoreFeatures/IObject/FieldName/src/main/java/info/smart_tools/smartactors/iobject/field_name/FieldName.java,repos/52972024,42,primary,0,yes,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=FieldNameTest;test_path=CoreFeatures/IObject/FieldName/src/test/java/info/smart_tools/smartactors/iobject/field_name/FieldNameTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_219.json
S184,52972024,FeatureLoader,CoreFeatures/FeatureLoader/FeatureLoader/src/main/java/info/smart_tools/smartactors/feature_loader/feature_loader/FeatureLoader.java,repos/52972024,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=FeatureLoaderTest;test_path=CoreFeatures/FeatureLoader/FeatureLoader/src/test/java/info/smart_tools/smartactors/feature_loader/feature_loader/FeatureLoaderTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_56.json
S185,52972024,RetryingToTakeResourceExceptionHandler,CoreFeatures/MessageProcessing/ExceptionHandlingReceivers/src/main/java/info/smart_tools/smartactors/message_processing/exception_handling_receivers/RetryingToTakeResourceExceptionHandler.java,repos/52972024,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=RetryingToTakeResourceExceptionHandlerTest;test_path=CoreFeatures/MessageProcessing/ExceptionHandlingReceivers/src/test/java/info/smart_tools/smartactors/message_processing/exception_handling_receivers/RetryingToTakeResourceExceptionHandlerTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_361.json
S186,52972024,LimitTrialCountStrategy,CoreFeatures/Shutdown/ShutdownTaskProcessingStrategies/src/main/java/info/smart_tools/smartactors/shutdown/shutdown_task_processing_strategies/LimitTrialCountStrategy.java,repos/52972024,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=LimitTrialCountStrategyTest;test_path=CoreFeatures/Shutdown/ShutdownTaskProcessingStrategies/src/test/java/info/smart_tools/smartactors/shutdown/shutdown_task_processing_strategies/LimitTrialCountStrategyTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_282.json
S187,52972024,ResolveByNameIocStrategy,CoreFeatures/IOC/ResolveByNameIocStrategy/src/main/java/info/smart_tools/smartactors/ioc/resolve_by_name_ioc_strategy/ResolveByNameIocStrategy.java,repos/52972024,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=ResolveByNameIocStrategyTest;test_path=CoreFeatures/IOC/ResolveByNameIocStrategy/src/test/java/info/smart_tools/smartactors/ioc/resolve_by_name_ioc_strategy/ResolveByNameIocStrategyTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_612.json
S188,52972024,MessageToBytesMapper,CoreFeatures/HttpEndpoint/MessageToBytesMapper/src/main/java/info/smart_tools/smartactors/http_endpoint/message_to_bytes_mapper/MessageToBytesMapper.java,repos/52972024,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=MessageToBytesMapperTest;test_path=CoreFeatures/HttpEndpoint/MessageToBytesMapper/src/test/java/info/smart_tools/smartactors/http_endpoint/message_to_bytes_mapper/MessageToBytesMapperTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_496.json
S189,52972024,DebuggerActor,CoreFeatures/Debugger/DebuggerActor/src/main/java/info/smart_tools/smartactors/debugger/actor/DebuggerActor.java,repos/52972024,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=DebuggerActorTest;test_path=CoreFeatures/Debugger/DebuggerActor/src/test/java/info/smart_tools/smartactors/debugger/actor/DebuggerActorTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_135.json
S190,52972024,PluginInMemoryDBTasks,CoreFeatures/Database-in-memory-plugins/PluginInMemoryDBTasks/src/main/java/info/smart_tools/smartactors/database_in_memory_plugins/in_memory_db_tasks_plugin/PluginInMemoryDBTasks.java,repos/52972024,42,primary,0,no,,source_origin=reconstructed_from_dataset_json;repo_url=https://github.com/SmartTools/smartactors-core;test_class=PluginInMemoryDBTasksTest;test_path=CoreFeatures/Database-in-memory-plugins/PluginInMemoryDBTasks/src/test/java/info/smart_tools/smartactors/database_in_memory_plugins/in_memory_db_tasks_plugin/PluginInMemoryDBTasksTest.java;dataset_json=raw/classes2test/dataset/52972024/52972024_372.json
