sample_index,class_key,project,repo_id,module,scope_key,build_tool,focal_class,test_class,status,fail_stage,duration_sec,sandbox_path,detail
142,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/lotterynumbers.java,64487983,64487983,hexagonal,maven:hexagonal,Maven,LotteryNumbers,LotteryNumbers_RBL4_eef37d9aTest,PASS,ok,3.938,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\142_64487983_eef37d9a,sandbox readiness passed
143,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/playerdetails.java,64487983,64487983,hexagonal,maven:hexagonal,Maven,PlayerDetails,PlayerDetails_RBL4_77b9df0eTest,PASS,ok,3.931,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\143_64487983_77b9df0e,sandbox readiness passed
144,66303306:event/src/main/java/com/bazaarvoice/emodb/event/eventstoremodule.java,66303306,66303306,event,maven:event,Maven,EventStoreModule,EventStoreModule_RBL4_40681041Test,PASS,ok,101.37,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\144_66303306_40681041,sandbox readiness passed
145,66303306:event/src/main/java/com/bazaarvoice/emodb/event/api/dedupeventstorechannels.java,66303306,66303306,event,maven:event,Maven,DedupEventStoreChannels,DedupEventStoreChannels_RBL4_1ac113bfTest,PASS,ok,118.421,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\145_66303306_1ac113bf,sandbox readiness passed
146,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/channelallocationstate.java,66303306,66303306,event,maven:event,Maven,ChannelAllocationState,ChannelAllocationState_RBL4_031689bdTest,PASS,ok,84.407,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\146_66303306_031689bd,sandbox readiness passed
147,66303306:web/src/main/java/com/bazaarvoice/emodb/web/partition/partitionawareservicefactory.java,66303306,66303306,web,maven:web,Maven,PartitionAwareServiceFactory,PartitionAwareServiceFactory_RBL4_e6c37a47Test,PASS,ok,154.727,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\147_66303306_e6c37a47,sandbox readiness passed
148,66303306:web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanuploader.java,66303306,66303306,web,maven:web,Maven,ScanUploader,ScanUploader_RBL4_0559e9a5Test,PASS,ok,134.277,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\148_66303306_0559e9a5,sandbox readiness passed
149,66303306:event/src/main/java/com/bazaarvoice/emodb/event/core/defaulteventstore.java,66303306,66303306,event,maven:event,Maven,DefaultEventStore,DefaultEventStore_RBL4_cf4261e0Test,PASS,ok,33.223,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\149_66303306_cf4261e0,sandbox readiness passed
150,66303306:web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanstatus/datastorescanstatusdao.java,66303306,66303306,web,maven:web,Maven,DataStoreScanStatusDAO,DataStoreScanStatusDAO_RBL4_09996397Test,PASS,ok,163.834,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\150_66303306_09996397,sandbox readiness passed
151,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/astyanaxeventreaderdao.java,66303306,66303306,event,maven:event,Maven,AstyanaxEventReaderDAO,AstyanaxEventReaderDAO_RBL4_e916fda0Test,PASS,ok,21.093,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\151_66303306_e916fda0,sandbox readiness passed
152,6944525:d2/src/main/java/com/linkedin/d2/discovery/stores/zk/zookeeperconnectionawarestore.java,6944525,6944525,d2,gradle:d2,Gradle,ZooKeeperConnectionAwareStore,ZooKeeperConnectionAwareStore_RBL4_0e47558fTest,PASS,ok,250.231,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\152_6944525_0e47558f,sandbox readiness passed
153,6944525:d2/src/main/java/com/linkedin/d2/discovery/event/propertyeventbusrequeststhrottler.java,6944525,6944525,d2,gradle:d2,Gradle,PropertyEventBusRequestsThrottler,PropertyEventBusRequestsThrottler_RBL4_41aae381Test,PASS,ok,248.567,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\153_6944525_41aae381,sandbox readiness passed
154,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/hashing/ringbasedurimapper.java,6944525,6944525,d2,gradle:d2,Gradle,RingBasedUriMapper,RingBasedUriMapper_RBL4_077b6da2Test,PASS,ok,185.184,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\154_6944525_077b6da2,sandbox readiness passed
155,6944525:d2/src/main/java/com/linkedin/d2/balancer/servers/zookeeperconnectionmanager.java,6944525,6944525,d2,gradle:d2,Gradle,ZooKeeperConnectionManager,ZooKeeperConnectionManager_RBL4_3804399dTest,PASS,ok,122.729,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\155_6944525_3804399d,sandbox readiness passed
156,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/warmuploadbalancer.java,6944525,6944525,d2,gradle:d2,Gradle,WarmUpLoadBalancer,WarmUpLoadBalancer_RBL4_7142b9faTest,PASS,ok,122.309,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\156_6944525_7142b9fa,sandbox readiness passed
157,6944525:d2/src/main/java/com/linkedin/d2/balancer/strategies/relative/clientselector.java,6944525,6944525,d2,gradle:d2,Gradle,ClientSelector,ClientSelector_RBL4_2a9168baTest,PASS,ok,117.318,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\157_6944525_2a9168ba,sandbox readiness passed
158,6944525:d2/src/main/java/com/linkedin/d2/backuprequests/trackingbackuprequestsstrategy.java,6944525,6944525,d2,gradle:d2,Gradle,TrackingBackupRequestsStrategy,TrackingBackupRequestsStrategy_RBL4_f80fcb7aTest,PASS,ok,122.006,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\158_6944525_f80fcb7a,sandbox readiness passed
159,6944525:d2/src/main/java/com/linkedin/d2/balancer/strategies/relative/stateupdater.java,6944525,6944525,d2,gradle:d2,Gradle,StateUpdater,StateUpdater_RBL4_c1262f90Test,PASS,ok,122.449,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\159_6944525_c1262f90,sandbox readiness passed
160,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/randomnameresolver.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,RandomNameResolver,RandomNameResolver_RBL4_835787fdTest,PASS,ok,20.317,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\160_74999474_835787fd,sandbox readiness passed
161,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/delegatenameresolver.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,DelegateNameResolver,DelegateNameResolver_RBL4_ab7abb98Test,PASS,ok,15.58,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\161_74999474_ab7abb98,sandbox readiness passed
162,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parseccompletablefuture.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecCompletableFuture,ParsecCompletableFuture_RBL4_fd9ad981Test,PASS,ok,16.179,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\162_74999474_fd9ad981,sandbox readiness passed
163,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsechttputil.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecHttpUtil,ParsecHttpUtil_RBL4_603d73bfTest,PASS,ok,15.731,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\163_74999474_603d73bf,sandbox readiness passed
164,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/defaultasynccompletionhandler.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,DefaultAsyncCompletionHandler,DefaultAsyncCompletionHandler_RBL4_e521567fTest,PASS,ok,15.088,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\164_74999474_e521567f,sandbox readiness passed
165,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecclientprofilinglogutil.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecClientProfilingLogUtil,ParsecClientProfilingLogUtil_RBL4_05c2f6b5Test,PASS,ok,14.755,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\165_74999474_05c2f6b5,sandbox readiness passed
166,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasyncprogresstimer.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecAsyncProgressTimer,ParsecAsyncProgressTimer_RBL4_9551429bTest,PASS,ok,14.768,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\166_74999474_9551429b,sandbox readiness passed
167,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasynchttprequest.java,74999474,74999474,parsec-clients,gradle:parsec-clients,Gradle,ParsecAsyncHttpRequest,ParsecAsyncHttpRequest_RBL4_4328525aTest,PASS,ok,14.739,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\167_74999474_4328525a,sandbox readiness passed
168,77481567:core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/discretetimeframeconvertingindicator.java,77481567,77481567,core,maven:core,Maven,DiscreteTimeFrameConvertingIndicator,DiscreteTimeFrameConvertingIndicator_RBL4_e0da87f5Test,PASS,ok,7.986,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\168_77481567_e0da87f5,sandbox readiness passed
169,77481567:core/src/main/java/de/voidnode/trading4j/indicators/adx/truerange.java,77481567,77481567,core,maven:core,Maven,TrueRange,TrueRange_RBL4_8c7aa6c3Test,PASS,ok,7.763,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\169_77481567_8c7aa6c3,sandbox readiness passed
170,77481567:core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/timeframeconvertingtradeguard.java,77481567,77481567,core,maven:core,Maven,TimeFrameConvertingTradeGuard,TimeFrameConvertingTradeGuard_RBL4_5d305145Test,PASS,ok,6.708,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\170_77481567_5d305145,sandbox readiness passed
171,77481567:core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/defaultmoneymanagement.java,77481567,77481567,core,maven:core,Maven,DefaultMoneyManagement,DefaultMoneyManagement_RBL4_047e84e6Test,PASS,ok,6.692,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\171_77481567_047e84e6,sandbox readiness passed
172,77481567:core/src/main/java/de/voidnode/trading4j/domain/timeframe/m15.java,77481567,77481567,core,maven:core,Maven,M15,M15_RBL4_84dc3de1Test,PASS,ok,1.0,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\172_77481567_84dc3de1,sandbox readiness passed
173,77481567:core/src/main/java/de/voidnode/trading4j/functionality/smoothers/simplemovingaverageratio.java,77481567,77481567,core,maven:core,Maven,SimpleMovingAverageRatio,SimpleMovingAverageRatio_RBL4_3960d3dfTest,PASS,ok,0.954,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\173_77481567_3960d3df,sandbox readiness passed
174,77481567:core/src/main/java/de/voidnode/trading4j/domain/monetary/accurateprice.java,77481567,77481567,core,maven:core,Maven,AccuratePrice,AccuratePrice_RBL4_ed9b3a40Test,PASS,ok,1.0,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\174_77481567_ed9b3a40,sandbox readiness passed
175,77481567:core/src/main/java/de/voidnode/trading4j/domain/volume.java,77481567,77481567,core,maven:core,Maven,Volume,Volume_RBL4_743939aeTest,PASS,ok,0.998,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\175_77481567_743939ae,sandbox readiness passed
176,78444970:examples/graph/src/main/java/graph/algorithm/color/welshpowell.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,WelshPowell,WelshPowell_RBL4_a5bc6a77Test,PASS,ok,21.397,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\176_78444970_a5bc6a77,sandbox readiness passed
177,78444970:examples/structures/src/main/java/ds/stack/arraystack.java,78444970,78444970,examples/structures,maven:examples/structures,Maven,ArrayStack,ArrayStack_RBL4_b8276d51Test,PASS,ok,21.376,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\177_78444970_b8276d51,sandbox readiness passed
178,78444970:examples/graph/src/main/java/graph/algorithm/traversal/dfs.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,Dfs,Dfs_RBL4_4340daa1Test,PASS,ok,21.356,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\178_78444970_4340daa1,sandbox readiness passed
179,78444970:examples/graph/src/main/java/graph/algorithm/path/dijkstra.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,Dijkstra,Dijkstra_RBL4_6d96978aTest,PASS,ok,21.349,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\179_78444970_6d96978a,sandbox readiness passed
180,78444970:examples/graph/src/main/java/graph/algorithm/path/astar.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,AStar,AStar_RBL4_caed66ebTest,PASS,ok,2.636,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\180_78444970_caed66eb,sandbox readiness passed
181,78444970:examples/structures/src/main/java/ds/heap/arrayheap.java,78444970,78444970,examples/structures,maven:examples/structures,Maven,ArrayHeap,ArrayHeap_RBL4_cc0b81f1Test,PASS,ok,2.634,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\181_78444970_cc0b81f1,sandbox readiness passed
182,78444970:examples/graph/src/main/java/graph/algorithm/mst/jarnikprim.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,JarnikPrim,JarnikPrim_RBL4_9f5bd54aTest,PASS,ok,2.66,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\182_78444970_9f5bd54a,sandbox readiness passed
183,78444970:examples/graph/src/main/java/graph/algorithm/path/floydwarshall.java,78444970,78444970,examples/graph,maven:examples/graph,Maven,FloydWarshall,FloydWarshall_RBL4_592f2b06Test,PASS,ok,2.636,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\183_78444970_592f2b06,sandbox readiness passed
184,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbchighwatermarkvisitor.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,JdbcHighWaterMarkVisitor,JdbcHighWaterMarkVisitor_RBL4_347735f5Test,PASS,ok,316.008,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\184_81384608_347735f5,sandbox readiness passed
185,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbchighwatermarkaccumulableparam.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,JdbcHighWaterMarkAccumulableParam,JdbcHighWaterMarkAccumulableParam_RBL4_1975b3e4Test,PASS,ok,292.38,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\185_81384608_1975b3e4,sandbox readiness passed
186,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/datasetutil.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,DataSetUtil,DataSetUtil_RBL4_79e5be4dTest,PASS,ok,363.931,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\186_81384608_79e5be4d,sandbox readiness passed
187,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbcrelationprovider.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,JdbcRelationProvider,JdbcRelationProvider_RBL4_901bfaa9Test,PASS,ok,339.998,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\187_81384608_901bfaa9,sandbox readiness passed
188,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbchighwatermark.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,JdbcHighWaterMark,JdbcHighWaterMark_RBL4_0b3aff22Test,PASS,ok,94.971,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\188_81384608_0b3aff22,sandbox readiness passed
189,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/abstractdatasetoptionsaccess.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,AbstractDataSetOptionsAccess,AbstractDataSetOptionsAccess_RBL4_da844f5aTest,PASS,ok,95.096,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\189_81384608_da844f5a,sandbox readiness passed
190,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/highwatermarkinputformat.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,HighWaterMarkInputFormat,HighWaterMarkInputFormat_RBL4_5fd49e1fTest,PASS,ok,99.395,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\190_81384608_5fd49e1f,sandbox readiness passed
191,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/sparkdatasetcontext.java,81384608,81384608,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,SparkDataSetContext,SparkDataSetContext_RBL4_7e6fcfeeTest,PASS,ok,118.703,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\191_81384608_7e6fcfee,sandbox readiness passed
192,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardgauge.java,85795396,85795396,metrics-dropwizardmetrics,gradle:metrics-dropwizardmetrics,Gradle,DropwizardGauge,DropwizardGauge_RBL4_3f1ba9c7Test,PASS,ok,41.119,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\192_85795396_3f1ba9c7,sandbox readiness passed
193,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardhistogram.java,85795396,85795396,metrics-dropwizardmetrics,gradle:metrics-dropwizardmetrics,Gradle,DropwizardHistogram,DropwizardHistogram_RBL4_0b144c66Test,PASS,ok,25.866,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\193_85795396_0b144c66,sandbox readiness passed
194,85795396:core/src/main/java/org/apache/calcite/avatica/remote/protobufhandler.java,85795396,85795396,core,gradle:core,Gradle,ProtobufHandler,ProtobufHandler_RBL4_d33c3262Test,PASS,ok,51.889,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\194_85795396_d33c3262,sandbox readiness passed
195,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardmetricssystem.java,85795396,85795396,metrics-dropwizardmetrics,gradle:metrics-dropwizardmetrics,Gradle,DropwizardMetricsSystem,DropwizardMetricsSystem_RBL4_b6cb9e18Test,PASS,ok,38.262,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\195_85795396_b6cb9e18,sandbox readiness passed
196,85795396:core/src/main/java/org/apache/calcite/avatica/remote/protobufservice.java,85795396,85795396,core,gradle:core,Gradle,ProtobufService,ProtobufService_RBL4_33f17a9fTest,PASS,ok,58.14,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\196_85795396_33f17a9f,sandbox readiness passed
197,85795396:core/src/main/java/org/apache/calcite/avatica/remote/kerberosconnection.java,85795396,85795396,core,gradle:core,Gradle,KerberosConnection,KerberosConnection_RBL4_e0bbdbb3Test,PASS,ok,61.579,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\197_85795396_e0bbdbb3,sandbox readiness passed
198,85795396:core/src/main/java/org/apache/calcite/avatica/connectionpropertiesimpl.java,85795396,85795396,core,gradle:core,Gradle,ConnectionPropertiesImpl,ConnectionPropertiesImpl_RBL4_5c0f04f0Test,PASS,ok,64.757,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\198_85795396_5c0f04f0,sandbox readiness passed
199,85795396:core/src/main/java/org/apache/calcite/avatica/querystate.java,85795396,85795396,core,gradle:core,Gradle,QueryState,QueryState_RBL4_22b34a0aTest,PASS,ok,63.364,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\199_85795396_22b34a0a,sandbox readiness passed
200,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http2/http2settingsframehandler.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,Http2SettingsFrameHandler,Http2SettingsFrameHandler_RBL4_27231889Test,PASS,ok,496.919,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\200_95247959_27231889,sandbox readiness passed
201,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/sharedsdkeventloopgroup.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,SharedSdkEventLoopGroup,SharedSdkEventLoopGroup_RBL4_9e42aa37Test,PASS,ok,336.955,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\201_95247959_9e42aa37,sandbox readiness passed
202,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/proxytunnelinithandler.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,ProxyTunnelInitHandler,ProxyTunnelInitHandler_RBL4_8592520dTest,PASS,ok,369.192,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\202_95247959_8592520d,sandbox readiness passed
203,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/channelutils.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,ChannelUtils,ChannelUtils_RBL4_6d41ba87Test,PASS,ok,407.584,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\203_95247959_6d41ba87,sandbox readiness passed
204,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http1tunnelconnectionpool.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,Http1TunnelConnectionPool,Http1TunnelConnectionPool_RBL4_f157e96cTest,PASS,ok,160.517,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\204_95247959_f157e96c,sandbox readiness passed
205,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/honorcloseonreleasechannelpool.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,HonorCloseOnReleaseChannelPool,HonorCloseOnReleaseChannelPool_RBL4_0c77cc85Test,PASS,ok,156.947,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\205_95247959_0c77cc85,sandbox readiness passed
206,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/betterfixedchannelpool.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,BetterFixedChannelPool,BetterFixedChannelPool_RBL4_4477633fTest,PASS,ok,160.521,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\206_95247959_4477633f,sandbox readiness passed
207,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/proxyconfiguration.java,95247959,95247959,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,ProxyConfiguration,ProxyConfiguration_RBL4_51b0240dTest,PASS,ok,166.232,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\207_95247959_51b0240d,sandbox readiness passed
208,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/util/alphanumstringcomparator.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,AlphanumStringComparator,AlphanumStringComparator_RBL4_324510faTest,PASS,ok,4.877,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\208_9619226_324510fa,sandbox readiness passed
209,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/core/domainitembuilder.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,DomainItemBuilder,DomainItemBuilder_RBL4_fe7e4c72Test,PASS,ok,0.293,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\209_9619226_fe7e4c72,sandbox readiness passed
210,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbresultconverter.java,9619226,9619226,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,SimpleDbResultConverter,SimpleDbResultConverter_RBL4_c6463d40Test,PASS,ok,0.28,D:\A_ThucNghiem\scripts_v2\workspaces\20260724_010022_d3f7f7b1__baseline_readiness\210_9619226_c6463d40,sandbox readiness passed
